deck,nofGames,nOfPlayers,winRate
archers;arrows;baby-dragon;bandit;elixir-collector;golem;lightning;night-witch,130,32,0.48496
elite-barbarians;executioner;fireball;furnace;goblin-gang;hog-rider;minions;zap,776,39,0.52439
elite-barbarians;executioner;fireball;furnace;minions;royal-giant;the-log;zap,187,14,0.51053
elite-barbarians;executioner;fireball;goblin-gang;hog-rider;inferno-dragon;minions;zap,153,18,0.54487
elite-barbarians;executioner;fireball;goblin-gang;hog-rider;knight;minions;zap,223,30,0.51991
elite-barbarians;executioner;fireball;goblin-gang;hog-rider;knight;tornado;zap,317,30,0.52969
elite-barbarians;executioner;fireball;goblin-gang;hog-rider;minions;skeleton-army;zap,483,24,0.51852
elite-barbarians;executioner;fireball;goblin-gang;hog-rider;minions;tornado;zap,481,44,0.54545
elite-barbarians;executioner;fireball;hog-rider;knight;minions;tornado;zap,202,17,0.5
elite-barbarians;executioner;fireball;hog-rider;minion-horde;skeleton-army;valkyrie;zap,182,23,0.54324
elite-barbarians;executioner;fireball;hog-rider;pekka;the-log;tornado;zap,365,14,0.50951
elite-barbarians;executioner;hog-rider;lumberjack;minion-horde;skeleton-army;the-log;zap,148,10,0.45695
elite-barbarians;executioner;hog-rider;minion-horde;rocket;skeleton-army;valkyrie;wizard,230,11,0.48069
elite-barbarians;executioner;hog-rider;skeleton-army;the-log;tornado;wizard;zap,120,10,0.44309
elite-barbarians;executioner;pekka;rage;tornado;valkyrie;wizard;zap,171,14,0.54598
elite-barbarians;fire-spirits;freeze;hog-rider;skeleton-army;valkyrie;wizard;zap,250,16,0.54348
elite-barbarians;fire-spirits;goblin-gang;hog-rider;inferno-tower;princess;skeleton-army;zap,152,15,0.55161
elite-barbarians;fire-spirits;goblin-gang;hog-rider;lumberjack;minions;wizard;zap,121,16,0.47177
elite-barbarians;fire-spirits;goblin-gang;hog-rider;lumberjack;valkyrie;wizard;zap,163,12,0.49699
elite-barbarians;fire-spirits;goblin-gang;hog-rider;minion-horde;skeleton-army;the-log;wizard,151,16,0.50974
elite-barbarians;fire-spirits;goblin-gang;hog-rider;minion-horde;valkyrie;wizard;zap,145,35,0.5473
elite-barbarians;fire-spirits;goblin-gang;hog-rider;minions;rage;wizard;zap,151,13,0.42532
elite-barbarians;fire-spirits;hog-rider;inferno-dragon;skeleton-army;valkyrie;wizard;zap,139,12,0.52817
elite-barbarians;fire-spirits;hog-rider;inferno-tower;minion-horde;skeleton-army;the-log;zap,191,29,0.53093
elite-barbarians;fire-spirits;hog-rider;mega-knight;minion-horde;skeleton-army;wizard;zap,210,13,0.48592
elite-barbarians;fire-spirits;hog-rider;mini-pekka;skeleton-army;the-log;wizard;zap,193,10,0.58418
elite-barbarians;fire-spirits;hog-rider;minion-horde;princess;skeleton-army;the-log;zap,123,27,0.5873
elite-barbarians;fire-spirits;hog-rider;minion-horde;princess;skeleton-army;valkyrie;zap,192,33,0.51538
elite-barbarians;fire-spirits;hog-rider;minion-horde;rage;skeleton-army;wizard;zap,404,43,0.52211
elite-barbarians;fire-spirits;hog-rider;minion-horde;rocket;skeleton-army;the-log;wizard,239,13,0.4814
elite-barbarians;fire-spirits;hog-rider;minion-horde;skeleton-army;the-log;wizard;zap,431,57,0.47465
elite-barbarians;fire-spirits;hog-rider;minion-horde;skeleton-army;valkyrie;witch;zap,155,12,0.47468
elite-barbarians;fire-spirits;hog-rider;minion-horde;skeleton-army;valkyrie;wizard;zap,983,161,0.52028
elite-barbarians;fire-spirits;hog-rider;musketeer;skeleton-army;the-log;valkyrie;zap,119,16,0.5082
elite-barbarians;fire-spirits;minions;royal-giant;skeleton-army;the-log;wizard;zap,170,16,0.52312
elite-barbarians;fireball;fire-spirits;freeze;hog-rider;minion-horde;skeleton-army;wizard,294,25,0.46801
elite-barbarians;fireball;fire-spirits;furnace;goblin-gang;hog-rider;minion-horde;wizard,169,16,0.5407
elite-barbarians;fireball;fire-spirits;furnace;hog-rider;minion-horde;skeleton-army;zap,510,27,0.48246
elite-barbarians;fireball;fire-spirits;goblin-barrel;goblin-gang;hog-rider;minion-horde;zap,148,12,0.57285
elite-barbarians;fireball;fire-spirits;goblin-barrel;inferno-tower;skeleton-army;the-log;wizard,285,12,0.48785
elite-barbarians;fireball;fire-spirits;goblin-barrel;inferno-tower;skeleton-army;valkyrie;zap,140,12,0.48252
elite-barbarians;fireball;fire-spirits;goblin-gang;hog-rider;inferno-tower;minion-horde;zap,278,27,0.51068
elite-barbarians;fireball;fire-spirits;goblin-gang;hog-rider;knight;minions;zap,130,18,0.46241
elite-barbarians;fireball;fire-spirits;goblin-gang;hog-rider;minion-horde;the-log;wizard,494,28,0.50302
elite-barbarians;fireball;fire-spirits;goblin-gang;hog-rider;minion-horde;the-log;zap,232,27,0.54894
elite-barbarians;fireball;fire-spirits;goblin-gang;hog-rider;skeleton-army;valkyrie;zap,146,10,0.52685
elite-barbarians;fireball;fire-spirits;goblin-gang;inferno-tower;miner;minion-horde;zap,158,10,0.56832
elite-barbarians;fireball;fire-spirits;goblin-gang;minion-horde;prince;wizard;zap,192,12,0.45385
elite-barbarians;fireball;fire-spirits;goblin-gang;minions;royal-giant;the-log;zap,207,20,0.53095
elite-barbarians;fireball;fire-spirits;hog-rider;ice-wizard;inferno-tower;skeleton-army;zap,147,18,0.57333
elite-barbarians;fireball;fire-spirits;hog-rider;ice-wizard;minions;skeleton-army;zap,144,12,0.51701
elite-barbarians;fireball;fire-spirits;hog-rider;inferno-tower;minion-horde;skeleton-army;zap,488,53,0.5
elite-barbarians;fireball;fire-spirits;hog-rider;inferno-tower;minion-horde;valkyrie;zap,232,22,0.49149
elite-barbarians;fireball;fire-spirits;hog-rider;inferno-tower;skeleton-army;the-log;valkyrie,312,10,0.48254
elite-barbarians;fireball;fire-spirits;hog-rider;miner;minion-horde;skeleton-army;zap,193,20,0.4898
elite-barbarians;fireball;fire-spirits;hog-rider;minion-horde;princess;skeleton-army;valkyrie,241,11,0.49795
elite-barbarians;fireball;fire-spirits;hog-rider;minion-horde;princess;skeleton-army;zap,548,47,0.51633
elite-barbarians;fireball;fire-spirits;hog-rider;minion-horde;rage;skeleton-army;wizard,485,48,0.5123
elite-barbarians;fireball;fire-spirits;hog-rider;minion-horde;skeleton-army;the-log;valkyrie,177,10,0.47778
elite-barbarians;fireball;fire-spirits;hog-rider;minion-horde;skeleton-army;valkyrie;wizard,731,65,0.49319
elite-barbarians;fireball;fire-spirits;hog-rider;minion-horde;skeleton-army;witch;zap,179,19,0.45604
elite-barbarians;fireball;fire-spirits;hog-rider;minion-horde;valkyrie;wizard;zap,514,44,0.49226
elite-barbarians;fireball;fire-spirits;hog-rider;minions;skeleton-army;the-log;wizard,132,12,0.46667
elite-barbarians;fireball;fire-spirits;hog-rider;minions;skeleton-army;valkyrie;zap,372,32,0.53867
elite-barbarians;fireball;fire-spirits;hog-rider;musketeer;skeleton-army;the-log;zap,324,18,0.51835
elite-barbarians;fireball;fire-spirits;hog-rider;rage;valkyrie;witch;wizard,171,16,0.57471
elite-barbarians;fireball;fire-spirits;hog-rider;skeleton-army;valkyrie;wizard;zap,653,68,0.53277
elite-barbarians;fireball;fire-spirits;minion-horde;prince;skeleton-army;the-log;wizard,147,12,0.52667
elite-barbarians;fireball;fire-spirits;minion-horde;skeleton-army;valkyrie;wizard;zap,287,22,0.51897
elite-barbarians;fireball;fire-spirits;minions;musketeer;royal-giant;the-log;zap,248,15,0.4741
elite-barbarians;fireball;fire-spirits;minions;rage;skeleton-army;valkyrie;wizard,115,10,0.47881
elite-barbarians;fireball;freeze;giant;minion-horde;rage;witch;wizard,169,28,0.48547
elite-barbarians;fireball;freeze;goblin-gang;hog-rider;minion-horde;the-log;wizard,396,23,0.49749
elite-barbarians;fireball;freeze;goblin-gang;hog-rider;minion-horde;valkyrie;wizard,362,35,0.54384
elite-barbarians;fireball;freeze;goblin-gang;hog-rider;minions;the-log;wizard,155,12,0.56013
elite-barbarians;fireball;freeze;hog-rider;inferno-tower;minion-horde;valkyrie;zap,241,11,0.4959
elite-barbarians;fireball;freeze;hog-rider;mini-pekka;valkyrie;wizard;zap,301,24,0.50164
elite-barbarians;fireball;freeze;hog-rider;minion-horde;mirror;valkyrie;wizard,218,12,0.48643
elite-barbarians;fireball;freeze;hog-rider;minion-horde;pekka;valkyrie;wizard,134,28,0.47445
elite-barbarians;fireball;freeze;hog-rider;minion-horde;pekka;witch;wizard,195,26,0.4697
elite-barbarians;fireball;freeze;hog-rider;minion-horde;skeleton-army;valkyrie;witch,123,10,0.47222
elite-barbarians;fireball;freeze;hog-rider;minion-horde;skeleton-army;valkyrie;zap,168,17,0.50585
elite-barbarians;fireball;freeze;hog-rider;minion-horde;skeleton-army;wizard;zap,761,82,0.53599
elite-barbarians;fireball;freeze;hog-rider;rage;valkyrie;witch;wizard,157,22,0.5375
elite-barbarians;fireball;freeze;minion-horde;pekka;valkyrie;wizard;zap,132,14,0.45926
elite-barbarians;fireball;furnace;giant;goblin-gang;minion-horde;witch;zap,193,12,0.48724
elite-barbarians;fireball;furnace;giant;minions;rage;witch;zap,148,16,0.47682
elite-barbarians;fireball;furnace;goblin-barrel;goblin-gang;hog-rider;minion-horde;zap,190,14,0.56736
elite-barbarians;fireball;furnace;goblin-barrel;goblin-gang;minion-horde;mirror;zap,151,13,0.47727
elite-barbarians;fireball;furnace;goblin-gang;hog-rider;inferno-tower;minions;zap,118,12,0.50413
elite-barbarians;fireball;furnace;goblin-gang;hog-rider;knight;minions;zap,180,26,0.5765
elite-barbarians;fireball;furnace;goblin-gang;hog-rider;minion-horde;princess;zap,154,16,0.45541
elite-barbarians;fireball;furnace;goblin-gang;hog-rider;minion-horde;skeleton-army;valkyrie,156,13,0.47799
elite-barbarians;fireball;furnace;goblin-gang;hog-rider;minion-horde;skeleton-army;wizard,137,23,0.56429
elite-barbarians;fireball;furnace;goblin-gang;hog-rider;minion-horde;valkyrie;wizard,165,24,0.54167
elite-barbarians;fireball;furnace;goblin-gang;hog-rider;minions;skeleton-army;zap,439,32,0.51131
elite-barbarians;fireball;furnace;goblin-gang;hog-rider;minions;the-log;zap,532,38,0.56916
elite-barbarians;fireball;furnace;goblin-gang;hog-rider;musketeer;skeleton-army;zap,228,15,0.5303
elite-barbarians;fireball;furnace;goblin-gang;hog-rider;skeleton-army;wizard;zap,326,32,0.51368
elite-barbarians;fireball;furnace;goblin-gang;hog-rider;valkyrie;witch;wizard,169,13,0.52035
elite-barbarians;fireball;furnace;goblin-gang;inferno-dragon;royal-giant;the-log;zap,161,10,0.54573
elite-barbarians;fireball;furnace;goblin-gang;minions;musketeer;royal-giant;zap,122,15,0.504
elite-barbarians;fireball;furnace;goblin-gang;minions;royal-giant;wizard;zap,536,40,0.55009
elite-barbarians;fireball;furnace;goblin-gang;minions;valkyrie;wizard;zap,174,23,0.51695
elite-barbarians;fireball;furnace;hog-rider;ice-golem;mega-minion;musketeer;the-log,125,15,0.53125
elite-barbarians;fireball;furnace;hog-rider;ice-golem;minions;musketeer;zap,348,24,0.49573
elite-barbarians;fireball;furnace;hog-rider;inferno-tower;skeleton-army;the-log;wizard,243,10,0.4878
elite-barbarians;fireball;furnace;hog-rider;lumberjack;minions;wizard;zap,145,12,0.52027
elite-barbarians;fireball;furnace;hog-rider;minion-horde;rage;valkyrie;wizard,220,26,0.49103
elite-barbarians;fireball;furnace;hog-rider;minions;musketeer;the-log;zap,358,35,0.57618
elite-barbarians;fireball;furnace;hog-rider;minions;valkyrie;witch;zap,395,29,0.54648
elite-barbarians;fireball;furnace;hog-rider;minions;witch;wizard;zap,115,11,0.51271
elite-barbarians;fireball;furnace;hog-rider;skeleton-army;the-log;wizard;zap,176,18,0.60615
elite-barbarians;fireball;furnace;ice-golem;minions;musketeer;the-log;zap,222,16,0.54
elite-barbarians;fireball;furnace;ice-wizard;minions;royal-giant;the-log;zap,180,16,0.56284
elite-barbarians;fireball;furnace;mega-minion;musketeer;royal-giant;the-log;zap,127,16,0.56538
elite-barbarians;fireball;furnace;minion-horde;rage;valkyrie;witch;wizard,136,17,0.50719
elite-barbarians;fireball;furnace;minion-horde;royal-giant;skeleton-army;the-log;zap,308,11,0.5209
elite-barbarians;fireball;furnace;minions;musketeer;royal-giant;the-log;zap,322,30,0.56462
elite-barbarians;fireball;furnace;minions;royal-giant;skeleton-army;the-log;zap,135,16,0.52536
elite-barbarians;fireball;giant;goblin-barrel;minion-horde;skeleton-army;wizard;zap,222,12,0.48
elite-barbarians;fireball;giant;goblin-gang;hog-rider;minion-horde;witch;wizard,134,17,0.54745
elite-barbarians;fireball;giant;goblin-gang;hog-rider;minion-horde;wizard;zap,282,22,0.52281
elite-barbarians;fireball;giant;goblin-gang;knight;minions;wizard;zap,154,14,0.47452
elite-barbarians;fireball;giant;goblin-gang;lumberjack;minion-horde;witch;wizard,175,10,0.49438
elite-barbarians;fireball;giant;goblin-gang;miner;minions;witch;zap,197,20,0.4975
elite-barbarians;fireball;giant;goblin-gang;minion-horde;mini-pekka;wizard;zap,126,11,0.53876
elite-barbarians;fireball;giant;goblin-gang;minion-horde;princess;witch;zap,163,11,0.5512
elite-barbarians;fireball;giant;goblin-gang;minion-horde;rage;skeleton-army;wizard,250,26,0.50198
elite-barbarians;fireball;giant;goblin-gang;minion-horde;sparky;wizard;zap,149,12,0.5625
elite-barbarians;fireball;giant;goblin-gang;minions;rage;witch;zap,333,42,0.5372
elite-barbarians;fireball;giant;goblin-gang;minions;rage;wizard;zap,271,36,0.56752
elite-barbarians;fireball;giant;goblin-gang;minions;skeleton-army;witch;zap,158,17,0.52484
elite-barbarians;fireball;giant;goblin-gang;minions;valkyrie;witch;zap,188,26,0.48168
elite-barbarians;fireball;giant;goblin-gang;minions;valkyrie;wizard;zap,193,30,0.52806
elite-barbarians;fireball;giant;hog-rider;minion-horde;skeleton-army;wizard;zap,204,28,0.48792
elite-barbarians;fireball;giant;hog-rider;minion-horde;witch;wizard;zap,325,29,0.49543
elite-barbarians;fireball;giant;inferno-dragon;minions;valkyrie;wizard;zap,116,11,0.52521
elite-barbarians;fireball;giant;inferno-dragon;rage;witch;wizard;zap,147,11,0.55
elite-barbarians;fireball;giant;inferno-tower;minion-horde;skeleton-army;wizard;zap,200,15,0.46305
elite-barbarians;fireball;giant;inferno-tower;rage;witch;wizard;zap,123,13,0.46032
elite-barbarians;fireball;giant;mega-knight;minion-horde;rage;witch;wizard,276,19,0.4552
elite-barbarians;fireball;giant;mega-minion;rage;valkyrie;witch;zap,223,11,0.53319
elite-barbarians;fireball;giant;mega-minion;rage;witch;wizard;zap,251,13,0.52559
elite-barbarians;fireball;giant;miner;minions;the-log;witch;zap,114,15,0.58547
elite-barbarians;fireball;giant;mini-pekka;rage;witch;wizard;zap,146,17,0.60067
elite-barbarians;fireball;giant;minion-horde;musketeer;rage;skeleton-army;witch,192,10,0.5
elite-barbarians;fireball;giant;minion-horde;rage;skeleton-army;witch;zap,526,30,0.54159
elite-barbarians;fireball;giant;minion-horde;rage;valkyrie;witch;wizard,651,90,0.5107
elite-barbarians;fireball;giant;minion-horde;skeleton-army;sparky;wizard;zap,482,28,0.52268
elite-barbarians;fireball;giant;minion-horde;the-log;witch;wizard;zap,251,13,0.50984
elite-barbarians;fireball;giant;minions;mini-pekka;rage;wizard;zap,138,15,0.58156
elite-barbarians;fireball;giant;minions;rage;skeleton-army;witch;zap,251,25,0.48425
elite-barbarians;fireball;giant;minions;rage;skeleton-army;wizard;zap,303,18,0.46569
elite-barbarians;fireball;giant;minions;rage;witch;wizard;zap,344,53,0.47983
elite-barbarians;fireball;giant;musketeer;rage;valkyrie;witch;zap,231,15,0.50214
elite-barbarians;fireball;giant;rage;valkyrie;witch;wizard;zap,478,44,0.5
elite-barbarians;fireball;giant;skeleton-army;valkyrie;witch;wizard;zap,125,19,0.56641
elite-barbarians;fireball;giant;the-log;valkyrie;witch;wizard;zap,131,14,0.47388
elite-barbarians;fireball;goblin-barrel;goblin-gang;hog-rider;inferno-tower;wizard;zap,137,19,0.45
elite-barbarians;fireball;goblin-barrel;goblin-gang;hog-rider;minion-horde;wizard;zap,183,37,0.54032
elite-barbarians;fireball;goblin-barrel;goblin-gang;inferno-tower;knight;wizard;zap,217,18,0.49773
elite-barbarians;fireball;goblin-barrel;goblin-gang;miner;minion-horde;skeleton-army;zap,134,13,0.58759
elite-barbarians;fireball;goblin-barrel;goblin-gang;minions;valkyrie;wizard;zap,213,24,0.54398
elite-barbarians;fireball;goblin-barrel;hog-rider;minions;skeleton-army;wizard;zap,174,20,0.44068
elite-barbarians;fireball;goblin-barrel;inferno-tower;skeleton-army;valkyrie;wizard;zap,118,35,0.57438
elite-barbarians;fireball;goblin-barrel;minion-horde;rage;skeleton-army;valkyrie;wizard,312,31,0.51429
elite-barbarians;fireball;goblin-barrel;minion-horde;royal-giant;skeleton-army;wizard;zap,222,16,0.52667
elite-barbarians;fireball;goblin-gang;golem;minion-horde;skeleton-army;wizard;zap,220,15,0.55381
elite-barbarians;fireball;goblin-gang;hog-rider;ice-wizard;minions;princess;zap,140,14,0.49301
elite-barbarians;fireball;goblin-gang;hog-rider;inferno-dragon;knight;wizard;zap,159,11,0.55864
elite-barbarians;fireball;goblin-gang;hog-rider;inferno-tower;knight;minions;zap,139,15,0.5493
elite-barbarians;fireball;goblin-gang;hog-rider;inferno-tower;minion-horde;the-log;wizard,188,15,0.5288
elite-barbarians;fireball;goblin-gang;hog-rider;inferno-tower;minion-horde;valkyrie;zap,218,17,0.55656
elite-barbarians;fireball;goblin-gang;hog-rider;inferno-tower;minions;the-log;zap,480,47,0.53002
elite-barbarians;fireball;goblin-gang;hog-rider;inferno-tower;skeleton-army;the-log;zap,174,25,0.61017
elite-barbarians;fireball;goblin-gang;hog-rider;inferno-tower;skeleton-army;wizard;zap,1152,38,0.51299
elite-barbarians;fireball;goblin-gang;hog-rider;knight;minion-horde;skeleton-army;zap,211,18,0.51636
elite-barbarians;fireball;goblin-gang;hog-rider;knight;minion-horde;the-log;zap,156,11,0.50629
elite-barbarians;fireball;goblin-gang;hog-rider;knight;minions;the-log;zap,114,19,0.55128
elite-barbarians;fireball;goblin-gang;hog-rider;miner;minions;wizard;zap,171,18,0.51437
elite-barbarians;fireball;goblin-gang;hog-rider;minion-horde;mini-pekka;skeleton-army;zap,194,14,0.50254
elite-barbarians;fireball;goblin-gang;hog-rider;minion-horde;minions;skeleton-army;zap,231,11,0.53205
elite-barbarians;fireball;goblin-gang;hog-rider;minion-horde;princess;skeleton-army;zap,471,47,0.51582
elite-barbarians;fireball;goblin-gang;hog-rider;minion-horde;princess;wizard;zap,182,15,0.47297
elite-barbarians;fireball;goblin-gang;hog-rider;minion-horde;rage;skeleton-army;wizard,632,57,0.49291
elite-barbarians;fireball;goblin-gang;hog-rider;minion-horde;rage;the-log;wizard,419,39,0.47749
elite-barbarians;fireball;goblin-gang;hog-rider;minion-horde;rage;valkyrie;witch,167,18,0.50588
elite-barbarians;fireball;goblin-gang;hog-rider;minion-horde;rage;valkyrie;wizard,859,80,0.4884
elite-barbarians;fireball;goblin-gang;hog-rider;minion-horde;skeleton-army;valkyrie;wizard,207,47,0.47143
elite-barbarians;fireball;goblin-gang;hog-rider;minions;musketeer;the-log;zap,466,48,0.55757
elite-barbarians;fireball;goblin-gang;hog-rider;minions;rage;valkyrie;witch,161,12,0.52744
elite-barbarians;fireball;goblin-gang;hog-rider;minions;rage;valkyrie;zap,131,20,0.50373
elite-barbarians;fireball;goblin-gang;hog-rider;minions;rage;witch;zap,348,26,0.52279
elite-barbarians;fireball;goblin-gang;hog-rider;minions;rage;wizard;zap,371,44,0.53342
elite-barbarians;fireball;goblin-gang;hog-rider;minions;tesla;the-log;zap,127,13,0.51923
elite-barbarians;fireball;goblin-gang;hog-rider;minions;tesla;valkyrie;zap,211,30,0.52336
elite-barbarians;fireball;goblin-gang;hog-rider;minions;tesla;wizard;zap,138,32,0.5461
elite-barbarians;fireball;goblin-gang;hog-rider;minions;the-log;valkyrie;zap,116,17,0.5084
elite-barbarians;fireball;goblin-gang;hog-rider;minions;tornado;wizard;zap,253,20,0.51562
elite-barbarians;fireball;goblin-gang;hog-rider;minions;valkyrie;witch;zap,503,54,0.54447
elite-barbarians;fireball;goblin-gang;hog-rider;musketeer;the-log;valkyrie;zap,170,15,0.5289
elite-barbarians;fireball;goblin-gang;hog-rider;musketeer;valkyrie;witch;zap,311,14,0.51592
elite-barbarians;fireball;goblin-gang;hog-rider;rage;valkyrie;wizard;zap,788,73,0.52149
elite-barbarians;fireball;goblin-gang;hog-rider;rage;witch;wizard;zap,271,22,0.46533
elite-barbarians;fireball;goblin-gang;hog-rider;skeleton-army;witch;wizard;zap,360,10,0.51653
elite-barbarians;fireball;goblin-gang;hog-rider;tornado;valkyrie;wizard;zap,377,34,0.54737
elite-barbarians;fireball;goblin-gang;ice-wizard;mega-minion;royal-giant;the-log;zap,137,12,0.49643
elite-barbarians;fireball;goblin-gang;inferno-tower;rage;valkyrie;wizard;zap,164,22,0.51497
elite-barbarians;fireball;goblin-gang;minion-horde;mirror;pekka;wizard;zap,137,11,0.46429
elite-barbarians;fireball;goblin-gang;minion-horde;pekka;rage;the-log;wizard,246,10,0.48996
elite-barbarians;fireball;goblin-gang;minion-horde;prince;rage;the-log;wizard,145,12,0.49662
elite-barbarians;fireball;goblin-gang;minion-horde;rage;skeleton-army;valkyrie;wizard,325,45,0.5
elite-barbarians;fireball;goblin-gang;minion-horde;rage;valkyrie;wizard;zap,274,27,0.56498
elite-barbarians;fireball;goblin-gang;minion-horde;royal-giant;skeleton-army;wizard;zap,247,18,0.478
elite-barbarians;fireball;goblin-gang;minion-horde;royal-giant;valkyrie;wizard;zap,131,15,0.57463
elite-barbarians;fireball;goblin-gang;minions;musketeer;royal-giant;the-log;zap,207,13,0.59286
elite-barbarians;fireball;goblin-gang;minions;royal-giant;the-log;wizard;zap,485,33,0.47234
elite-barbarians;fireball;goblin-gang;minions;royal-giant;valkyrie;wizard;zap,248,39,0.51594
elite-barbarians;fireball;guards;hog-rider;minions;the-log;wizard;zap,159,11,0.51543
elite-barbarians;fireball;hog-rider;ice-golem;minions;musketeer;the-log;zap,541,58,0.5386
elite-barbarians;fireball;hog-rider;ice-wizard;inferno-tower;minions;skeleton-army;zap,176,18,0.46927
elite-barbarians;fireball;hog-rider;ice-wizard;inferno-tower;minions;the-log;zap,281,23,0.58451
elite-barbarians;fireball;hog-rider;ice-wizard;minions;valkyrie;witch;zap,324,15,0.48165
elite-barbarians;fireball;hog-rider;inferno-tower;knight;valkyrie;wizard;zap,345,30,0.54167
elite-barbarians;fireball;hog-rider;inferno-tower;minion-horde;rage;wizard;zap,160,18,0.49387
elite-barbarians;fireball;hog-rider;inferno-tower;minion-horde;the-log;valkyrie;zap,300,15,0.4967
elite-barbarians;fireball;hog-rider;inferno-tower;minions;musketeer;valkyrie;zap,130,21,0.62782
elite-barbarians;fireball;hog-rider;inferno-tower;minions;skeleton-army;wizard;zap,334,46,0.50445
elite-barbarians;fireball;hog-rider;inferno-tower;minions;the-log;wizard;zap,359,24,0.51243
elite-barbarians;fireball;hog-rider;inferno-tower;minions;valkyrie;witch;zap,260,22,0.53232
elite-barbarians;fireball;hog-rider;inferno-tower;musketeer;skeleton-army;the-log;zap,116,23,0.53361
elite-barbarians;fireball;hog-rider;inferno-tower;musketeer;skeleton-army;valkyrie;zap,345,19,0.46983
elite-barbarians;fireball;hog-rider;inferno-tower;musketeer;valkyrie;wizard;zap,127,19,0.51154
elite-barbarians;fireball;hog-rider;inferno-tower;skeleton-army;the-log;witch;zap,275,11,0.44604
elite-barbarians;fireball;hog-rider;inferno-tower;the-log;witch;wizard;zap,141,10,0.47222
elite-barbarians;fireball;hog-rider;knight;minions;rage;wizard;zap,157,17,0.50313
elite-barbarians;fireball;hog-rider;knight;minions;the-log;valkyrie;wizard,197,20,0.49
elite-barbarians;fireball;hog-rider;knight;minions;the-log;wizard;zap,146,24,0.47315
elite-barbarians;fireball;hog-rider;knight;valkyrie;witch;wizard;zap,114,23,0.53419
elite-barbarians;fireball;hog-rider;lumberjack;skeleton-army;valkyrie;wizard;zap,137,20,0.53214
elite-barbarians;fireball;hog-rider;mega-knight;minion-horde;valkyrie;witch;wizard,228,30,0.47835
elite-barbarians;fireball;hog-rider;mega-minion;musketeer;the-log;valkyrie;zap,155,20,0.58544
elite-barbarians;fireball;hog-rider;miner;minion-horde;valkyrie;witch;wizard,154,10,0.50955
elite-barbarians;fireball;hog-rider;mini-pekka;musketeer;valkyrie;wizard;zap,209,35,0.47406
elite-barbarians;fireball;hog-rider;minion-horde;mini-pekka;rage;witch;wizard,139,13,0.5669
elite-barbarians;fireball;hog-rider;minion-horde;mirror;skeleton-army;wizard;zap,432,37,0.4931
elite-barbarians;fireball;hog-rider;minion-horde;musketeer;skeleton-army;valkyrie;zap,215,26,0.5
elite-barbarians;fireball;hog-rider;minion-horde;pekka;skeleton-army;wizard;zap,177,23,0.475
elite-barbarians;fireball;hog-rider;minion-horde;prince;skeleton-army;wizard;zap,493,41,0.47782
elite-barbarians;fireball;hog-rider;minion-horde;princess;skeleton-army;tesla;zap,127,14,0.5
elite-barbarians;fireball;hog-rider;minion-horde;princess;skeleton-army;the-log;zap,282,29,0.48947
elite-barbarians;fireball;hog-rider;minion-horde;princess;valkyrie;witch;wizard,185,10,0.51862
elite-barbarians;fireball;hog-rider;minion-horde;rage;skeleton-army;the-log;wizard,636,58,0.49452
elite-barbarians;fireball;hog-rider;minion-horde;rage;the-log;valkyrie;witch,157,11,0.45938
elite-barbarians;fireball;hog-rider;minion-horde;rage;the-log;wizard;zap,132,13,0.48519
elite-barbarians;fireball;hog-rider;minion-horde;rage;valkyrie;witch;wizard,755,81,0.47493
elite-barbarians;fireball;hog-rider;minion-horde;royal-giant;witch;wizard;zap,294,12,0.46633
elite-barbarians;fireball;hog-rider;minions;mini-pekka;valkyrie;witch;zap,160,17,0.47853
elite-barbarians;fireball;hog-rider;minions;musketeer;skeleton-army;the-log;zap,622,39,0.5208
elite-barbarians;fireball;hog-rider;minions;musketeer;valkyrie;wizard;zap,115,15,0.50424
elite-barbarians;fireball;hog-rider;minions;pekka;rage;wizard;zap,207,20,0.5119
elite-barbarians;fireball;hog-rider;minions;rage;valkyrie;witch;zap,166,25,0.52367
elite-barbarians;fireball;hog-rider;minions;royal-giant;skeleton-army;wizard;zap,390,20,0.50763
elite-barbarians;fireball;hog-rider;minions;skeleton-army;tesla;wizard;zap,166,19,0.48225
elite-barbarians;fireball;hog-rider;minions;skeleton-army;valkyrie;wizard;zap,662,113,0.50075
elite-barbarians;fireball;hog-rider;minions;tesla;the-log;wizard;zap,145,12,0.46959
elite-barbarians;fireball;hog-rider;minions;the-log;valkyrie;wizard;zap,341,49,0.54506
elite-barbarians;fireball;hog-rider;minions;tornado;valkyrie;wizard;zap,229,15,0.52802
elite-barbarians;fireball;hog-rider;skeleton-army;tornado;valkyrie;wizard;zap,169,16,0.52616
elite-barbarians;fireball;hog-rider;skeleton-army;valkyrie;witch;wizard;zap,341,62,0.53779
elite-barbarians;fireball;ice-wizard;minions;royal-giant;the-log;wizard;zap,162,11,0.50909
elite-barbarians;fireball;inferno-tower;minion-horde;rage;valkyrie;witch;wizard,203,16,0.48786
elite-barbarians;fireball;inferno-tower;minion-horde;skeleton-army;valkyrie;wizard;zap,162,27,0.48485
elite-barbarians;fireball;inferno-tower;minions;royal-giant;valkyrie;wizard;zap,188,14,0.54188
elite-barbarians;fireball;inferno-tower;rage;valkyrie;witch;wizard;zap,123,12,0.4246
elite-barbarians;fireball;knight;rage;the-log;valkyrie;witch;wizard,214,10,0.51843
